timestamp,plant_id,cloud_cover,irradiation_wm2,temperature_c,humidity_pct,wind_speed_ms,wind_direction_deg,gust_speed_ms
2025-01-02 00:00:00,SOLAR-01,0.3822,9.85,22.13,51.42,2.08,272.55,4.18
2025-01-02 01:00:00,SOLAR-01,0.3485,0.0,21.71,52.01,3.72,213.93,5.24
2025-01-02 02:00:00,SOLAR-01,0.1308,0.0,19.69,49.07,2.75,242.89,3.27
2025-01-02 03:00:00,SOLAR-01,0.2961,45.13,23.22,49.94,2.28,222.12,2.28
2025-01-02 04:00:00,SOLAR-01,0.3237,21.2,17.46,45.5,3.92,241.8,4.3
2025-01-02 05:00:00,SOLAR-01,0.319,3.01,22.49,46.5,4.94,236.38,6.98
2025-01-02 06:00:00,SOLAR-01,0.1503,0.0,23.27,44.55,2.47,208.26,5.04
2025-01-02 07:00:00,SOLAR-01,0.2244,116.78,24.13,37.95,4.3,262.87,5.04
2025-01-02 08:00:00,SOLAR-01,0.16,328.16,26.47,65.6,5.33,218.13,8.1
2025-01-02 09:00:00,SOLAR-01,0.1587,466.44,25.45,53.25,7.21,214.45,8.7
2025-01-02 10:00:00,SOLAR-01,0.3143,530.0,26.62,48.6,4.68,223.68,5.93
2025-01-02 11:00:00,SOLAR-01,0.1381,612.77,29.4,43.12,6.33,213.2,7.74
2025-01-02 12:00:00,SOLAR-01,0.2051,686.92,27.77,56.63,5.94,183.35,7.62
2025-01-02 13:00:00,SOLAR-01,0.2904,564.06,26.44,42.94,8.17,227.85,8.93
2025-01-02 14:00:00,SOLAR-01,0.1663,613.72,28.87,42.14,7.62,242.59,8.91
2025-01-02 15:00:00,SOLAR-01,0.2214,408.25,27.43,55.9,7.4,251.94,8.53
2025-01-02 16:00:00,SOLAR-01,0.258,313.01,26.02,50.12,5.73,222.8,4.72
2025-01-02 17:00:00,SOLAR-01,0.2731,195.43,26.98,55.63,7.98,277.41,8.94
2025-01-02 18:00:00,SOLAR-01,0.1778,2.62,23.89,49.24,6.05,214.79,8.61
2025-01-02 19:00:00,SOLAR-01,0.3156,0.0,22.52,52.03,4.44,215.98,6.33
2025-01-02 20:00:00,SOLAR-01,0.4504,0.0,22.64,51.54,3.31,165.78,4.05
2025-01-02 21:00:00,SOLAR-01,0.2054,17.38,21.79,52.18,4.83,277.82,6.19
2025-01-02 22:00:00,SOLAR-01,0.4347,0.0,21.35,56.46,3.79,263.48,5.58
2025-01-02 23:00:00,SOLAR-01,0.3761,0.0,18.7,54.94,4.84,269.32,5.67
2025-01-03 00:00:00,SOLAR-01,0.3214,6.85,23.0,49.62,4.82,199.14,6.61
2025-01-03 01:00:00,SOLAR-01,0.5564,0.0,21.19,65.28,4.85,262.25,5.88
2025-01-03 02:00:00,SOLAR-01,0.437,22.49,20.47,55.5,5.67,196.92,5.78
2025-01-03 03:00:00,SOLAR-01,0.2478,0.0,21.01,53.97,3.12,275.71,4.24
2025-01-03 04:00:00,SOLAR-01,0.3458,0.0,17.28,45.78,3.52,238.8,3.01
2025-01-03 05:00:00,SOLAR-01,0.3717,0.0,23.59,43.51,2.8,231.2,3.68
2025-01-03 06:00:00,SOLAR-01,0.2821,50.96,21.44,55.62,3.44,244.02,3.54
2025-01-03 07:00:00,SOLAR-01,0.3399,111.52,24.92,48.73,4.16,235.94,6.33
2025-01-03 08:00:00,SOLAR-01,0.2531,302.33,23.23,45.43,3.57,286.49,3.21
2025-01-03 09:00:00,SOLAR-01,0.3026,415.06,27.69,53.91,7.41,274.47,8.75
2025-01-03 10:00:00,SOLAR-01,0.3593,433.87,26.08,61.15,4.93,201.77,6.81
2025-01-03 11:00:00,SOLAR-01,0.161,679.98,27.23,46.52,6.68,267.54,8.43
2025-01-03 12:00:00,SOLAR-01,0.2374,622.57,30.42,48.32,5.96,174.68,6.06
2025-01-03 13:00:00,SOLAR-01,0.1801,645.72,29.69,51.32,5.49,294.52,5.32
2025-01-03 14:00:00,SOLAR-01,0.2413,472.49,25.77,53.49,7.97,228.44,10.04
2025-01-03 15:00:00,SOLAR-01,0.1357,419.3,26.46,47.95,6.31,234.99,7.19
2025-01-03 16:00:00,SOLAR-01,0.207,220.45,27.25,38.47,6.82,241.22,7.63
2025-01-03 17:00:00,SOLAR-01,0.2608,148.07,25.74,55.3,6.9,306.65,8.3
2025-01-03 18:00:00,SOLAR-01,0.38,0.0,26.44,49.0,5.54,262.87,6.49
2025-01-03 19:00:00,SOLAR-01,0.4229,24.01,23.01,67.27,6.66,241.72,7.71
2025-01-03 20:00:00,SOLAR-01,0.22,50.74,20.07,45.51,4.47,259.13,5.25
2025-01-03 21:00:00,SOLAR-01,0.2842,0.0,20.65,52.59,5.33,232.23,6.25
2025-01-03 22:00:00,SOLAR-01,0.4266,0.0,20.98,54.5,4.0,269.82,3.05
2025-01-03 23:00:00,SOLAR-01,0.1971,14.46,21.52,50.3,4.9,226.14,5.56
2025-01-04 00:00:00,SOLAR-01,0.3107,52.27,21.45,66.98,3.68,240.97,5.14
2025-01-04 01:00:00,SOLAR-01,0.3409,0.0,22.12,51.17,4.24,243.04,4.76
2025-01-04 02:00:00,SOLAR-01,0.4548,20.62,20.64,61.7,3.76,284.74,4.59
2025-01-04 03:00:00,SOLAR-01,0.391,0.0,20.34,54.0,5.03,256.66,6.99
2025-01-04 04:00:00,SOLAR-01,0.2829,0.0,22.47,49.15,3.32,245.34,3.81
2025-01-04 05:00:00,SOLAR-01,0.2599,27.26,21.97,55.27,4.96,209.65,6.81
2025-01-04 06:00:00,SOLAR-01,0.2498,0.0,22.34,52.47,3.93,278.4,5.88
2025-01-04 07:00:00,SOLAR-01,0.3888,96.56,23.38,52.82,4.73,241.24,6.64
2025-01-04 08:00:00,SOLAR-01,0.1938,344.75,26.65,43.2,5.37,259.66,7.15
2025-01-04 09:00:00,SOLAR-01,0.1885,456.63,28.5,51.45,4.8,244.42,5.2
2025-01-04 10:00:00,SOLAR-01,0.2348,526.13,29.06,70.54,6.73,260.54,6.97
2025-01-04 11:00:00,SOLAR-01,0.1842,623.36,25.03,48.0,4.56,258.46,6.61
2025-01-04 12:00:00,SOLAR-01,0.1746,673.69,29.74,52.37,7.31,205.55,8.66
2025-01-04 13:00:00,SOLAR-01,0.0948,669.41,26.33,43.08,7.45,203.31,10.52
2025-01-04 14:00:00,SOLAR-01,0.202,580.06,27.44,70.12,9.72,244.97,12.0
2025-01-04 15:00:00,SOLAR-01,0.1759,477.64,28.53,40.03,6.16,204.61,7.91
2025-01-04 16:00:00,SOLAR-01,0.3373,328.24,24.82,49.13,5.71,270.37,7.12
2025-01-04 17:00:00,SOLAR-01,0.3104,191.15,24.16,40.67,6.8,252.68,7.93
2025-01-04 18:00:00,SOLAR-01,0.2702,28.77,23.96,55.13,6.17,282.84,7.53
2025-01-04 19:00:00,SOLAR-01,0.3532,0.0,26.83,53.98,5.96,271.71,6.94
2025-01-04 20:00:00,SOLAR-01,0.2818,2.89,24.81,53.84,4.67,269.31,5.86
2025-01-04 21:00:00,SOLAR-01,0.4236,0.0,20.69,54.74,5.77,233.46,7.5
2025-01-04 22:00:00,SOLAR-01,0.3412,98.64,21.52,62.14,5.9,259.61,7.49
2025-01-04 23:00:00,SOLAR-01,0.4021,0.0,20.88,62.55,5.21,276.82,6.68
2025-01-05 00:00:00,SOLAR-01,0.1801,18.24,20.78,55.77,4.26,287.27,4.26
2025-01-05 01:00:00,SOLAR-01,0.3247,46.38,19.01,36.16,4.07,266.44,4.05
2025-01-05 02:00:00,SOLAR-01,0.1336,0.0,22.59,42.09,5.39,255.72,5.82
2025-01-05 03:00:00,SOLAR-01,0.0897,0.0,20.08,47.12,6.43,239.77,5.98
2025-01-05 04:00:00,SOLAR-01,0.2289,0.0,22.63,55.28,5.62,249.87,5.83
2025-01-05 05:00:00,SOLAR-01,0.156,0.0,19.45,31.6,4.56,245.45,5.16
2025-01-05 06:00:00,SOLAR-01,0.231,0.0,23.74,59.57,5.62,289.94,5.55
2025-01-05 07:00:00,SOLAR-01,0.3976,114.66,24.38,56.2,4.86,291.89,5.57
2025-01-05 08:00:00,SOLAR-01,0.1014,396.08,27.35,56.39,7.08,254.06,7.7
2025-01-05 09:00:00,SOLAR-01,0.1035,521.04,21.99,39.78,4.79,242.72,4.6
2025-01-05 10:00:00,SOLAR-01,0.1655,574.8,27.86,43.74,4.6,280.61,5.71
2025-01-05 11:00:00,SOLAR-01,0.1834,630.0,28.91,42.51,8.36,294.38,8.47
2025-01-05 12:00:00,SOLAR-01,0.1204,632.73,27.59,43.46,6.52,277.04,7.77
2025-01-05 13:00:00,SOLAR-01,0.1205,691.67,30.25,42.54,8.92,225.23,8.94
2025-01-05 14:00:00,SOLAR-01,0.2102,564.14,31.38,38.95,6.99,214.72,7.64
2025-01-05 15:00:00,SOLAR-01,0.2065,411.99,29.02,57.19,5.3,303.97,7.07
2025-01-05 16:00:00,SOLAR-01,0.0832,363.84,28.27,49.55,7.22,284.81,7.56
2025-01-05 17:00:00,SOLAR-01,0.1884,160.16,28.31,43.95,6.33,246.37,8.03
2025-01-05 18:00:00,SOLAR-01,0.2194,0.0,25.89,37.28,6.9,258.26,9.59
2025-01-05 19:00:00,SOLAR-01,0.1421,0.0,26.11,54.73,5.39,256.59,7.47
2025-01-05 20:00:00,SOLAR-01,0.2797,0.0,24.07,37.41,5.4,260.8,5.45
2025-01-05 21:00:00,SOLAR-01,0.1956,0.0,21.05,42.38,4.85,232.49,7.12
2025-01-05 22:00:00,SOLAR-01,0.373,15.05,19.64,45.83,3.51,284.13,6.18
2025-01-05 23:00:00,SOLAR-01,0.3109,11.69,22.57,47.48,5.53,240.74,7.03
2025-01-06 00:00:00,SOLAR-01,0.2367,10.19,21.26,52.83,4.32,233.52,7.0
2025-01-06 01:00:00,SOLAR-01,0.1728,0.0,19.1,53.64,5.36,296.83,7.98
2025-01-06 02:00:00,SOLAR-01,0.2073,0.0,20.35,51.2,3.76,266.91,3.56
2025-01-06 03:00:00,SOLAR-01,0.0254,70.42,23.05,37.73,5.01,297.97,6.74
2025-01-06 04:00:00,SOLAR-01,0.0868,0.0,18.6,54.15,5.23,273.26,6.89
2025-01-06 05:00:00,SOLAR-01,0.202,40.81,20.73,56.36,3.68,290.89,4.67
2025-01-06 06:00:00,SOLAR-01,0.0,11.31,24.25,48.85,4.41,310.84,5.38
2025-01-06 07:00:00,SOLAR-01,0.2042,166.91,25.49,63.54,6.47,272.71,8.23
2025-01-06 08:00:00,SOLAR-01,0.0,365.26,23.33,37.67,3.24,294.48,6.77
2025-01-06 09:00:00,SOLAR-01,0.1602,463.17,24.58,43.49,6.02,249.11,7.1
2025-01-06 10:00:00,SOLAR-01,0.0033,620.98,27.26,39.47,5.48,276.87,7.69
2025-01-06 11:00:00,SOLAR-01,0.1415,606.37,29.88,43.89,5.69,197.85,6.25
2025-01-06 12:00:00,SOLAR-01,0.0805,712.63,28.05,50.01,7.58,261.46,9.39
2025-01-06 13:00:00,SOLAR-01,0.0,683.09,24.45,45.35,7.81,241.47,9.78
2025-01-06 14:00:00,SOLAR-01,0.1918,589.04,29.68,46.45,7.6,217.31,7.75
2025-01-06 15:00:00,SOLAR-01,0.2219,482.41,27.6,56.61,7.71,282.78,7.89
2025-01-06 16:00:00,SOLAR-01,0.1027,230.32,26.26,46.16,5.0,265.38,7.16
2025-01-06 17:00:00,SOLAR-01,0.1033,126.61,24.31,43.28,6.71,277.41,8.52
2025-01-06 18:00:00,SOLAR-01,0.1343,8.5,27.12,43.63,4.66,225.39,6.64
2025-01-06 19:00:00,SOLAR-01,0.0816,6.39,24.6,38.23,6.65,272.43,9.42
2025-01-06 20:00:00,SOLAR-01,0.2875,2.88,23.78,49.85,6.12,324.43,7.29
2025-01-06 21:00:00,SOLAR-01,0.1564,13.75,22.73,42.72,5.32,282.76,7.68
2025-01-06 22:00:00,SOLAR-01,0.2133,25.12,22.04,48.7,5.55,229.46,6.99
2025-01-06 23:00:00,SOLAR-01,0.1545,29.31,22.05,50.16,2.12,284.12,2.87
2025-01-07 00:00:00,SOLAR-01,0.1147,61.66,23.07,49.68,4.59,272.66,5.6
2025-01-07 01:00:00,SOLAR-01,0.0533,0.0,18.49,42.62,5.02,249.52,6.9
2025-01-07 02:00:00,SOLAR-01,0.2734,29.25,20.21,62.31,0.2,245.03,0.9
2025-01-07 03:00:00,SOLAR-01,0.1337,0.0,20.0,40.4,4.11,273.0,5.08
2025-01-07 04:00:00,SOLAR-01,0.218,0.0,24.06,53.73,4.76,208.91,7.6
2025-01-07 05:00:00,SOLAR-01,0.1129,0.0,21.73,46.99,4.88,296.91,5.93
2025-01-07 06:00:00,SOLAR-01,0.0285,47.82,20.57,46.43,3.76,288.15,5.66
2025-01-07 07:00:00,SOLAR-01,0.0409,273.08,24.15,40.93,4.02,282.66,6.15
2025-01-07 08:00:00,SOLAR-01,0.0006,402.21,24.05,39.31,5.49,288.54,6.61
2025-01-07 09:00:00,SOLAR-01,0.0352,481.47,25.0,48.72,5.1,302.85,6.31
2025-01-07 10:00:00,SOLAR-01,0.0,660.89,26.3,33.58,3.68,228.54,4.38
2025-01-07 11:00:00,SOLAR-01,0.0,742.66,25.56,44.8,5.97,273.16,6.31
2025-01-07 12:00:00,SOLAR-01,0.0,774.79,24.96,35.15,7.04,284.05,9.0
2025-01-07 13:00:00,SOLAR-01,0.0,779.77,31.31,32.91,7.41,287.93,9.58
2025-01-07 14:00:00,SOLAR-01,0.1706,605.12,27.85,48.68,6.52,256.66,7.34
2025-01-07 15:00:00,SOLAR-01,0.0,449.97,26.16,40.55,6.67,266.11,9.21
2025-01-07 16:00:00,SOLAR-01,0.0,431.32,28.02,55.66,5.49,287.81,6.92
2025-01-07 17:00:00,SOLAR-01,0.1007,164.29,28.33,35.88,6.78,285.16,6.87
2025-01-07 18:00:00,SOLAR-01,0.2177,0.0,22.43,50.3,6.66,318.09,7.2
2025-01-07 19:00:00,SOLAR-01,0.0,48.73,23.47,44.6,5.26,219.48,7.16
2025-01-07 20:00:00,SOLAR-01,0.1123,0.0,23.6,47.79,5.77,269.71,5.26
2025-01-07 21:00:00,SOLAR-01,0.0907,0.0,20.84,43.4,4.51,261.15,6.29
2025-01-07 22:00:00,SOLAR-01,0.0018,0.0,22.08,34.26,3.29,276.13,5.03
2025-01-07 23:00:00,SOLAR-01,0.2344,1.18,18.74,54.25,5.07,270.13,7.41
2025-01-08 00:00:00,SOLAR-01,0.1395,30.92,19.28,51.96,4.4,251.05,4.39
2025-01-08 01:00:00,SOLAR-01,0.1453,51.7,20.02,49.94,2.37,276.07,4.58
2025-01-08 02:00:00,SOLAR-01,0.0632,0.0,21.03,47.2,3.7,232.97,5.96
2025-01-08 03:00:00,SOLAR-01,0.1591,0.0,20.81,55.19,2.56,239.5,3.03
2025-01-08 04:00:00,SOLAR-01,0.0531,55.98,20.29,51.21,4.13,239.92,5.87
2025-01-08 05:00:00,SOLAR-01,0.0695,0.0,21.62,49.9,3.87,274.46,5.25
2025-01-08 06:00:00,SOLAR-01,0.0,50.21,19.79,40.19,1.91,290.13,1.97
2025-01-08 07:00:00,SOLAR-01,0.0,206.48,27.63,50.09,4.41,302.32,6.12
2025-01-08 08:00:00,SOLAR-01,0.1418,347.38,24.59,42.28,2.83,231.73,4.0
2025-01-08 09:00:00,SOLAR-01,0.0,534.88,25.74,46.33,4.23,261.39,4.23
2025-01-08 10:00:00,SOLAR-01,0.0186,665.59,27.46,38.42,5.34,300.12,6.9
2025-01-08 11:00:00,SOLAR-01,0.0,725.95,28.59,43.01,4.98,269.24,6.15
2025-01-08 12:00:00,SOLAR-01,0.0,744.65,28.62,48.75,4.17,306.95,5.97
2025-01-08 13:00:00,SOLAR-01,0.0,737.48,27.12,42.12,5.03,309.91,6.65
2025-01-08 14:00:00,SOLAR-01,0.049,615.82,25.42,50.94,6.48,254.89,7.31
2025-01-08 15:00:00,SOLAR-01,0.0,553.77,27.39,41.12,7.08,256.15,7.38
2025-01-08 16:00:00,SOLAR-01,0.008,384.28,25.76,54.24,4.76,271.39,7.02
2025-01-08 17:00:00,SOLAR-01,0.0429,182.11,25.32,44.12,6.1,248.79,8.51
2025-01-08 18:00:00,SOLAR-01,0.1675,0.0,25.24,63.88,5.51,268.08,6.04
2025-01-08 19:00:00,SOLAR-01,0.1436,0.0,24.59,51.91,3.86,261.24,5.77
2025-01-08 20:00:00,SOLAR-01,0.136,60.06,25.24,47.16,3.78,319.25,5.31
2025-01-08 21:00:00,SOLAR-01,0.0675,0.0,21.97,38.92,3.0,269.23,4.27
2025-01-08 22:00:00,SOLAR-01,0.0065,0.0,18.61,41.63,5.06,252.3,6.95
2025-01-08 23:00:00,SOLAR-01,0.2243,0.0,21.68,61.48,0.71,269.12,1.89
2025-01-09 00:00:00,SOLAR-01,0.2368,22.38,21.85,42.39,2.87,273.63,6.38
2025-01-09 01:00:00,SOLAR-01,0.1344,0.0,17.59,37.92,2.68,208.06,3.41
2025-01-09 02:00:00,SOLAR-01,0.1879,0.0,21.34,50.49,2.04,236.06,3.58
2025-01-09 03:00:00,SOLAR-01,0.1967,0.0,21.06,56.49,2.59,227.6,2.28
2025-01-09 04:00:00,SOLAR-01,0.1846,4.95,20.53,46.34,2.9,261.42,4.47
2025-01-09 05:00:00,SOLAR-01,0.1734,12.86,22.5,43.15,4.44,280.13,4.93
2025-01-09 06:00:00,SOLAR-01,0.0288,14.71,23.82,43.37,4.51,242.14,3.36
2025-01-09 07:00:00,SOLAR-01,0.1854,110.88,25.18,47.33,3.89,222.01,4.91
2025-01-09 08:00:00,SOLAR-01,0.0,346.7,27.1,50.77,5.38,285.55,7.1
2025-01-09 09:00:00,SOLAR-01,0.0908,410.98,26.21,57.6,3.37,253.93,4.02
2025-01-09 10:00:00,SOLAR-01,0.045,669.24,27.05,44.23,6.77,264.59,8.09
2025-01-09 11:00:00,SOLAR-01,0.0712,738.07,31.56,40.8,5.97,281.07,6.85
2025-01-09 12:00:00,SOLAR-01,0.1589,714.09,26.38,40.74,4.83,292.73,6.14
2025-01-09 13:00:00,SOLAR-01,0.1261,670.8,27.79,36.69,3.96,252.47,3.26
2025-01-09 14:00:00,SOLAR-01,0.0,705.96,27.52,43.55,6.68,238.96,8.28
2025-01-09 15:00:00,SOLAR-01,0.0,542.15,28.92,34.58,5.31,233.45,5.51
2025-01-09 16:00:00,SOLAR-01,0.1033,347.19,28.83,50.85,8.26,240.56,9.46
2025-01-09 17:00:00,SOLAR-01,0.0,144.48,24.11,42.57,6.75,270.3,7.92
2025-01-09 18:00:00,SOLAR-01,0.0687,0.0,27.24,41.44,3.76,341.12,4.75
2025-01-09 19:00:00,SOLAR-01,0.1661,0.0,22.32,56.8,4.81,279.52,6.67
2025-01-09 20:00:00,SOLAR-01,0.0,31.28,27.37,33.5,3.8,250.2,4.17
2025-01-09 21:00:00,SOLAR-01,0.0,57.18,21.15,49.42,4.68,261.85,5.52
2025-01-09 22:00:00,SOLAR-01,0.1624,0.0,23.17,48.67,3.48,256.33,6.72
2025-01-09 23:00:00,SOLAR-01,0.1511,12.19,20.34,49.3,3.23,226.63,5.68
2025-01-10 00:00:00,SOLAR-01,0.1708,8.81,21.53,48.16,3.12,261.74,4.85
2025-01-10 01:00:00,SOLAR-01,0.1937,0.0,19.05,41.94,4.86,272.31,6.43
2025-01-10 02:00:00,SOLAR-01,0.1048,0.0,20.6,50.23,2.95,266.82,5.12
2025-01-10 03:00:00,SOLAR-01,0.0333,0.0,20.83,51.99,4.32,240.73,5.14
2025-01-10 04:00:00,SOLAR-01,0.138,0.0,21.57,35.2,2.57,261.85,2.75
2025-01-10 05:00:00,SOLAR-01,0.0462,0.0,23.53,45.71,3.45,243.23,4.51
2025-01-10 06:00:00,SOLAR-01,0.0,0.0,22.51,43.23,2.79,253.07,3.29
2025-01-10 07:00:00,SOLAR-01,0.1378,169.64,23.73,45.6,3.74,212.42,5.36
2025-01-10 08:00:00,SOLAR-01,0.0674,357.07,23.18,48.09,3.64,282.75,3.76
2025-01-10 09:00:00,SOLAR-01,0.093,519.14,26.03,45.06,4.69,254.02,5.87
2025-01-10 10:00:00,SOLAR-01,0.0,633.61,26.29,41.49,2.88,189.41,4.06
2025-01-10 11:00:00,SOLAR-01,0.0,774.17,29.13,51.13,5.34,255.9,7.52
2025-01-10 12:00:00,SOLAR-01,0.0,710.92,29.19,38.08,6.57,280.68,8.18
2025-01-10 13:00:00,SOLAR-01,0.0,745.29,27.09,41.46,4.33,344.9,5.43
2025-01-10 14:00:00,SOLAR-01,0.0613,646.22,28.83,42.89,5.28,237.89,5.78
2025-01-10 15:00:00,SOLAR-01,0.0,516.07,29.82,39.05,6.06,306.03,8.94
2025-01-10 16:00:00,SOLAR-01,0.105,295.31,26.75,43.35,5.38,235.86,6.66
2025-01-10 17:00:00,SOLAR-01,0.1228,200.66,24.37,55.43,5.95,290.44,7.47
2025-01-10 18:00:00,SOLAR-01,0.2952,0.0,29.23,46.23,5.23,282.93,6.44
2025-01-10 19:00:00,SOLAR-01,0.0083,26.38,25.14,59.21,4.27,257.15,5.65
2025-01-10 20:00:00,SOLAR-01,0.2329,25.91,24.35,40.15,4.67,231.82,5.45
2025-01-10 21:00:00,SOLAR-01,0.1615,0.0,26.27,33.25,6.24,234.21,8.62
2025-01-10 22:00:00,SOLAR-01,0.181,0.0,20.15,44.15,3.78,292.71,6.34
2025-01-10 23:00:00,SOLAR-01,0.0598,33.54,21.28,37.67,4.06,304.51,5.23
2025-01-11 00:00:00,SOLAR-01,0.216,12.2,17.38,56.77,3.19,249.54,5.39
2025-01-11 01:00:00,SOLAR-01,0.3216,0.0,21.07,54.64,2.48,250.62,3.7
2025-01-11 02:00:00,SOLAR-01,0.2393,4.9,21.05,43.33,2.18,238.08,2.77
2025-01-11 03:00:00,SOLAR-01,0.2413,18.39,19.56,48.64,0.22,259.02,1.72
2025-01-11 04:00:00,SOLAR-01,0.1913,6.12,20.09,46.71,4.16,242.72,6.89
2025-01-11 05:00:00,SOLAR-01,0.302,5.66,22.0,67.26,2.43,286.08,4.28
2025-01-11 06:00:00,SOLAR-01,0.1755,0.0,22.88,49.08,3.87,280.86,4.1
2025-01-11 07:00:00,SOLAR-01,0.0,194.41,26.82,45.44,2.38,269.59,4.62
2025-01-11 08:00:00,SOLAR-01,0.0751,328.07,24.92,48.93,3.39,229.48,5.29
2025-01-11 09:00:00,SOLAR-01,0.0,494.17,26.03,45.21,4.59,216.49,6.11
2025-01-11 10:00:00,SOLAR-01,0.0,705.86,26.83,43.81,4.94,241.69,7.02
2025-01-11 11:00:00,SOLAR-01,0.0524,689.37,25.18,39.92,6.22,294.01,6.87
2025-01-11 12:00:00,SOLAR-01,0.2174,640.17,27.36,49.8,3.59,277.56,5.11
2025-01-11 13:00:00,SOLAR-01,0.1044,627.52,26.11,47.68,4.39,252.65,6.22
2025-01-11 14:00:00,SOLAR-01,0.0026,670.68,28.35,35.77,6.19,281.91,7.04
2025-01-11 15:00:00,SOLAR-01,0.0362,499.07,24.23,45.2,3.33,272.88,3.87
2025-01-11 16:00:00,SOLAR-01,0.2392,412.31,25.31,42.19,6.18,231.97,7.98
2025-01-11 17:00:00,SOLAR-01,0.1709,135.08,26.69,37.94,5.48,298.59,8.66
2025-01-11 18:00:00,SOLAR-01,0.1817,0.0,21.95,47.9,4.05,287.45,3.72
2025-01-11 19:00:00,SOLAR-01,0.1933,31.89,21.78,51.77,3.48,224.01,4.46
2025-01-11 20:00:00,SOLAR-01,0.2209,38.66,24.84,54.98,4.02,247.9,3.77
2025-01-11 21:00:00,SOLAR-01,0.3065,0.0,20.15,48.07,2.74,279.96,3.75
2025-01-11 22:00:00,SOLAR-01,0.2964,7.9,21.44,42.33,3.77,302.74,3.8
2025-01-11 23:00:00,SOLAR-01,0.2741,29.63,21.31,45.22,1.99,293.42,3.13
2025-01-12 00:00:00,SOLAR-01,0.2288,0.0,18.74,47.93,2.44,221.72,2.69
2025-01-12 01:00:00,SOLAR-01,0.366,22.83,17.6,52.24,2.82,234.32,3.55
2025-01-12 02:00:00,SOLAR-01,0.2504,0.0,22.89,52.88,2.47,283.29,2.72
2025-01-12 03:00:00,SOLAR-01,0.3977,0.0,19.95,52.61,3.21,228.92,5.63
2025-01-12 04:00:00,SOLAR-01,0.1683,0.0,22.3,54.37,2.4,256.41,3.52
2025-01-12 05:00:00,SOLAR-01,0.251,0.0,21.09,46.19,4.01,239.42,5.34
2025-01-12 06:00:00,SOLAR-01,0.242,0.0,23.85,52.67,2.12,264.73,3.01
2025-01-12 07:00:00,SOLAR-01,0.1028,259.7,22.2,50.24,4.18,210.78,5.43
2025-01-12 08:00:00,SOLAR-01,0.3577,255.74,23.14,55.08,3.58,212.21,4.25
2025-01-12 09:00:00,SOLAR-01,0.3176,376.45,24.63,54.96,1.66,221.35,2.92
2025-01-12 10:00:00,SOLAR-01,0.1317,624.63,26.13,40.48,6.73,303.73,6.78
2025-01-12 11:00:00,SOLAR-01,0.2349,598.08,26.76,55.0,3.46,303.27,5.61
2025-01-12 12:00:00,SOLAR-01,0.1968,692.32,27.64,45.62,5.12,298.98,6.16
2025-01-12 13:00:00,SOLAR-01,0.0,734.81,29.0,42.7,4.45,232.02,5.31
