timestamp,plant_id,actual_mw,curtailment_flag,outage_flag,telemetry_missing_flag
2025-01-04 13:00:00,SOLAR-01,35.333,0,0,0
2025-01-04 14:00:00,SOLAR-01,29.102,0,0,0
2025-01-04 15:00:00,SOLAR-01,23.477,0,0,0
2025-01-04 16:00:00,SOLAR-01,15.136,0,0,0
2025-01-04 17:00:00,SOLAR-01,9.08,0,0,0
2025-01-04 18:00:00,SOLAR-01,1.303,0,0,0
2025-01-04 19:00:00,SOLAR-01,0.0,0,0,0
2025-01-04 20:00:00,SOLAR-01,0.133,0,0,0
2025-01-04 21:00:00,SOLAR-01,0.0,0,0,0
2025-01-04 22:00:00,SOLAR-01,4.222,0,0,0
2025-01-04 23:00:00,SOLAR-01,0.0,0,0,0
2025-01-05 00:00:00,SOLAR-01,0.895,0,0,0
2025-01-05 01:00:00,SOLAR-01,2.133,0,0,0
2025-01-05 02:00:00,SOLAR-01,0.0,0,0,0
2025-01-05 03:00:00,SOLAR-01,0.0,0,0,0
2025-01-05 04:00:00,SOLAR-01,0.0,0,1,0
2025-01-05 05:00:00,SOLAR-01,0.0,0,0,0
2025-01-05 06:00:00,SOLAR-01,0.0,0,0,0
2025-01-05 07:00:00,SOLAR-01,4.809,0,0,0
2025-01-05 08:00:00,SOLAR-01,20.64,0,0,0
2025-01-05 09:00:00,SOLAR-01,27.599,0,0,0
2025-01-05 10:00:00,SOLAR-01,29.354,0,0,0
2025-01-05 11:00:00,SOLAR-01,32.298,0,0,0
2025-01-05 12:00:00,SOLAR-01,32.646,0,0,0
2025-01-05 13:00:00,SOLAR-01,35.345,0,0,0
2025-01-05 14:00:00,SOLAR-01,28.028,0,0,0
2025-01-05 15:00:00,SOLAR-01,20.542,0,0,0
2025-01-05 16:00:00,SOLAR-01,20.771,0,0,0
2025-01-05 17:00:00,SOLAR-01,7.967,0,0,0
2025-01-05 18:00:00,SOLAR-01,0.0,0,0,0
2025-01-05 19:00:00,SOLAR-01,0.0,0,0,0
2025-01-05 20:00:00,SOLAR-01,0.0,0,0,0
2025-01-05 21:00:00,SOLAR-01,0.0,0,0,0
2025-01-05 22:00:00,SOLAR-01,0.655,0,0,0
2025-01-05 23:00:00,SOLAR-01,0.506,0,0,0
2025-01-06 00:00:00,SOLAR-01,0.49,0,0,0
2025-01-06 01:00:00,SOLAR-01,0.0,0,0,0
2025-01-06 02:00:00,SOLAR-01,0.0,0,0,0
2025-01-06 03:00:00,SOLAR-01,4.056,0,0,0
2025-01-06 04:00:00,SOLAR-01,0.0,0,0,0
2025-01-06 05:00:00,SOLAR-01,2.018,0,0,0
2025-01-06 06:00:00,SOLAR-01,,0,0,1
2025-01-06 07:00:00,SOLAR-01,7.941,0,0,0
2025-01-06 08:00:00,SOLAR-01,20.488,0,0,0
2025-01-06 09:00:00,SOLAR-01,23.476,0,0,0
2025-01-06 10:00:00,SOLAR-01,35.185,0,0,0
2025-01-06 11:00:00,SOLAR-01,31.856,0,0,0
2025-01-06 12:00:00,SOLAR-01,39.8,0,0,0
2025-01-06 13:00:00,SOLAR-01,40.339,0,0,0
2025-01-06 14:00:00,SOLAR-01,27.841,0,0,0
2025-01-06 15:00:00,SOLAR-01,23.455,0,0,0
2025-01-06 16:00:00,SOLAR-01,11.801,0,0,0
2025-01-06 17:00:00,SOLAR-01,6.494,0,0,0
2025-01-06 18:00:00,SOLAR-01,0.327,1,0,0
2025-01-06 19:00:00,SOLAR-01,0.356,0,0,0
2025-01-06 20:00:00,SOLAR-01,0.102,1,0,0
2025-01-06 21:00:00,SOLAR-01,0.689,0,0,0
2025-01-06 22:00:00,SOLAR-01,1.206,0,0,0
2025-01-06 23:00:00,SOLAR-01,1.521,0,0,0
2025-01-07 00:00:00,SOLAR-01,3.326,0,0,0
2025-01-07 01:00:00,SOLAR-01,0.0,0,0,0
2025-01-07 02:00:00,SOLAR-01,1.302,0,0,0
2025-01-07 03:00:00,SOLAR-01,0.0,0,0,0
2025-01-07 04:00:00,SOLAR-01,0.0,0,0,0
2025-01-07 05:00:00,SOLAR-01,0.0,0,0,0
2025-01-07 06:00:00,SOLAR-01,2.689,0,0,0
2025-01-07 07:00:00,SOLAR-01,14.794,0,0,0
2025-01-07 08:00:00,SOLAR-01,22.641,0,0,0
2025-01-07 09:00:00,SOLAR-01,26.569,0,0,0
2025-01-07 10:00:00,SOLAR-01,38.849,0,0,0
2025-01-07 11:00:00,SOLAR-01,,0,0,1
2025-01-07 12:00:00,SOLAR-01,44.175,0,0,0
2025-01-07 13:00:00,SOLAR-01,42.796,0,0,0
2025-01-07 14:00:00,SOLAR-01,29.326,0,0,0
2025-01-07 15:00:00,SOLAR-01,24.885,0,0,0
2025-01-07 16:00:00,SOLAR-01,22.962,0,0,0
2025-01-07 17:00:00,SOLAR-01,8.398,0,0,0
2025-01-07 18:00:00,SOLAR-01,0.0,0,0,0
2025-01-07 19:00:00,SOLAR-01,2.817,0,0,0
2025-01-07 20:00:00,SOLAR-01,0.0,0,1,0
2025-01-07 21:00:00,SOLAR-01,0.0,0,0,0
2025-01-07 22:00:00,SOLAR-01,0.0,0,0,0
2025-01-07 23:00:00,SOLAR-01,0.059,0,0,0
2025-01-08 00:00:00,SOLAR-01,1.502,0,0,0
2025-01-08 01:00:00,SOLAR-01,2.669,0,0,0
2025-01-08 02:00:00,SOLAR-01,0.0,0,0,0
2025-01-08 03:00:00,SOLAR-01,0.0,0,0,0
2025-01-08 04:00:00,SOLAR-01,2.995,0,0,0
2025-01-08 05:00:00,SOLAR-01,0.0,0,0,0
2025-01-08 06:00:00,SOLAR-01,,0,0,1
2025-01-08 07:00:00,SOLAR-01,11.477,0,0,0
2025-01-08 08:00:00,SOLAR-01,18.762,0,0,0
2025-01-08 09:00:00,SOLAR-01,30.401,0,0,0
2025-01-08 10:00:00,SOLAR-01,40.384,0,0,0
2025-01-08 11:00:00,SOLAR-01,40.328,0,0,0
2025-01-08 12:00:00,SOLAR-01,43.248,0,0,0
2025-01-08 13:00:00,SOLAR-01,43.396,0,0,0
2025-01-08 14:00:00,SOLAR-01,32.715,0,0,0
2025-01-08 15:00:00,SOLAR-01,33.488,0,0,0
2025-01-08 16:00:00,SOLAR-01,21.72,0,0,0
2025-01-08 17:00:00,SOLAR-01,10.092,0,0,0
2025-01-08 18:00:00,SOLAR-01,0.0,0,0,0
2025-01-08 19:00:00,SOLAR-01,0.0,0,0,0
2025-01-08 20:00:00,SOLAR-01,3.107,0,0,0
2025-01-08 21:00:00,SOLAR-01,0.0,0,0,0
2025-01-08 22:00:00,SOLAR-01,0.0,0,0,0
2025-01-08 23:00:00,SOLAR-01,0.0,0,0,0
2025-01-09 00:00:00,SOLAR-01,1.118,0,0,0
2025-01-09 01:00:00,SOLAR-01,0.0,0,0,0
2025-01-09 02:00:00,SOLAR-01,0.0,0,0,0
2025-01-09 03:00:00,SOLAR-01,0.0,0,0,0
2025-01-09 04:00:00,SOLAR-01,0.253,0,0,0
2025-01-09 05:00:00,SOLAR-01,0.648,0,0,0
2025-01-09 06:00:00,SOLAR-01,0.797,0,0,0
2025-01-09 07:00:00,SOLAR-01,0.985,0,1,0
2025-01-09 08:00:00,SOLAR-01,18.518,0,0,0
2025-01-09 09:00:00,SOLAR-01,22.48,0,0,0
2025-01-09 10:00:00,SOLAR-01,36.435,0,0,0
2025-01-09 11:00:00,SOLAR-01,40.883,0,0,0
2025-01-09 12:00:00,SOLAR-01,35.443,0,0,0
2025-01-09 13:00:00,SOLAR-01,35.108,0,0,0
2025-01-09 14:00:00,SOLAR-01,37.386,0,0,0
2025-01-09 15:00:00,SOLAR-01,31.583,0,0,0
2025-01-09 16:00:00,SOLAR-01,13.973,1,0,0
2025-01-09 17:00:00,SOLAR-01,8.295,0,0,0
2025-01-09 18:00:00,SOLAR-01,0.0,0,0,0
2025-01-09 19:00:00,SOLAR-01,0.0,0,0,0
2025-01-09 20:00:00,SOLAR-01,1.794,0,0,0
2025-01-09 21:00:00,SOLAR-01,3.082,0,0,0
2025-01-09 22:00:00,SOLAR-01,0.0,0,0,0
2025-01-09 23:00:00,SOLAR-01,0.6,0,0,0
2025-01-10 00:00:00,SOLAR-01,0.453,0,0,0
2025-01-10 01:00:00,SOLAR-01,0.0,0,0,0
2025-01-10 02:00:00,SOLAR-01,0.0,0,0,0
2025-01-10 03:00:00,SOLAR-01,0.0,0,0,0
2025-01-10 04:00:00,SOLAR-01,0.0,0,0,0
2025-01-10 05:00:00,SOLAR-01,0.0,0,0,0
2025-01-10 06:00:00,SOLAR-01,0.0,0,0,0
2025-01-10 07:00:00,SOLAR-01,8.877,0,0,0
2025-01-10 08:00:00,SOLAR-01,19.062,0,0,0
2025-01-10 09:00:00,SOLAR-01,28.548,0,0,0
2025-01-10 10:00:00,SOLAR-01,35.539,0,0,0
2025-01-10 11:00:00,SOLAR-01,44.239,0,0,0
2025-01-10 12:00:00,SOLAR-01,40.256,0,0,0
2025-01-10 13:00:00,SOLAR-01,45.231,0,0,0
2025-01-10 14:00:00,SOLAR-01,35.901,0,0,0
2025-01-10 15:00:00,SOLAR-01,30.369,0,0,0
2025-01-10 16:00:00,SOLAR-01,15.665,0,0,0
2025-01-10 17:00:00,SOLAR-01,10.113,0,0,0
2025-01-10 18:00:00,SOLAR-01,0.0,0,0,0
2025-01-10 19:00:00,SOLAR-01,1.482,0,0,0
2025-01-10 20:00:00,SOLAR-01,1.213,0,0,0
2025-01-10 21:00:00,SOLAR-01,0.0,0,0,0
2025-01-10 22:00:00,SOLAR-01,0.0,0,0,0
2025-01-10 23:00:00,SOLAR-01,1.737,0,0,0
2025-01-11 00:00:00,SOLAR-01,0.664,0,0,0
2025-01-11 01:00:00,SOLAR-01,0.0,0,1,0
2025-01-11 02:00:00,SOLAR-01,0.232,0,0,0
2025-01-11 03:00:00,SOLAR-01,0.937,0,0,0
2025-01-11 04:00:00,SOLAR-01,0.301,0,0,0
2025-01-11 05:00:00,SOLAR-01,0.277,0,0,0
2025-01-11 06:00:00,SOLAR-01,0.0,0,0,0
2025-01-11 07:00:00,SOLAR-01,10.873,0,0,0
2025-01-11 08:00:00,SOLAR-01,18.618,0,0,0
2025-01-11 09:00:00,SOLAR-01,27.952,0,0,0
2025-01-11 10:00:00,SOLAR-01,39.382,0,0,0
2025-01-11 11:00:00,SOLAR-01,39.765,0,0,0
2025-01-11 12:00:00,SOLAR-01,32.214,0,0,0
2025-01-11 13:00:00,SOLAR-01,33.237,0,0,0
2025-01-11 14:00:00,SOLAR-01,37.5,0,0,0
2025-01-11 15:00:00,SOLAR-01,28.449,0,0,0
2025-01-11 16:00:00,SOLAR-01,19.26,0,0,0
2025-01-11 17:00:00,SOLAR-01,7.392,0,0,0
2025-01-11 18:00:00,SOLAR-01,0.0,0,0,0
2025-01-11 19:00:00,SOLAR-01,1.691,0,0,0
2025-01-11 20:00:00,SOLAR-01,1.931,0,0,0
2025-01-11 21:00:00,SOLAR-01,0.0,0,0,0
2025-01-11 22:00:00,SOLAR-01,0.366,0,0,0
2025-01-11 23:00:00,SOLAR-01,1.501,0,0,0
2025-01-12 00:00:00,SOLAR-01,0.0,0,0,0
2025-01-12 01:00:00,SOLAR-01,1.007,0,0,0
2025-01-12 02:00:00,SOLAR-01,0.0,0,0,0
2025-01-12 03:00:00,SOLAR-01,0.0,0,0,0
2025-01-12 04:00:00,SOLAR-01,0.0,0,0,0
2025-01-12 05:00:00,SOLAR-01,0.0,0,0,0
2025-01-12 06:00:00,SOLAR-01,0.0,0,0,0
2025-01-12 07:00:00,SOLAR-01,14.261,0,0,0
2025-01-12 08:00:00,SOLAR-01,10.851,0,0,0
2025-01-12 09:00:00,SOLAR-01,18.442,0,0,0
2025-01-12 10:00:00,SOLAR-01,34.64,0,0,0
2025-01-12 11:00:00,SOLAR-01,28.629,0,0,0
2025-01-12 12:00:00,SOLAR-01,34.595,0,0,0
2025-01-12 13:00:00,SOLAR-01,41.99,0,0,0
2025-01-12 14:00:00,SOLAR-01,28.44,0,0,0
2025-01-12 15:00:00,SOLAR-01,23.423,0,0,0
2025-01-12 16:00:00,SOLAR-01,16.292,0,0,0
2025-01-12 17:00:00,SOLAR-01,9.313,0,0,0
2025-01-12 18:00:00,SOLAR-01,0.0,0,0,0
2025-01-12 19:00:00,SOLAR-01,2.844,0,0,0
2025-01-12 20:00:00,SOLAR-01,0.0,0,0,0
2025-01-12 21:00:00,SOLAR-01,0.0,0,0,0
2025-01-12 22:00:00,SOLAR-01,0.0,0,0,0
2025-01-12 23:00:00,SOLAR-01,0.759,0,0,0
2025-01-13 00:00:00,SOLAR-01,0.592,0,0,0
2025-01-13 01:00:00,SOLAR-01,,0,0,1
2025-01-13 02:00:00,SOLAR-01,0.0,1,0,0
2025-01-13 03:00:00,SOLAR-01,0.351,0,0,0
2025-01-13 04:00:00,SOLAR-01,0.0,0,0,0
2025-01-13 05:00:00,SOLAR-01,0.0,0,0,0
2025-01-13 06:00:00,SOLAR-01,0.212,0,0,0
2025-01-13 07:00:00,SOLAR-01,4.108,0,0,0
2025-01-13 08:00:00,SOLAR-01,14.341,0,0,0
2025-01-13 09:00:00,SOLAR-01,22.377,0,0,0
2025-01-13 10:00:00,SOLAR-01,25.634,0,0,0
2025-01-13 11:00:00,SOLAR-01,28.906,0,0,0
2025-01-13 12:00:00,SOLAR-01,26.681,0,0,0
2025-01-13 13:00:00,SOLAR-01,27.443,0,0,0
2025-01-13 14:00:00,SOLAR-01,28.365,0,0,0
2025-01-13 15:00:00,SOLAR-01,23.162,0,0,0
2025-01-13 16:00:00,SOLAR-01,14.396,0,0,0
2025-01-13 17:00:00,SOLAR-01,4.277,0,0,0
2025-01-13 18:00:00,SOLAR-01,0.0,0,0,0
2025-01-13 19:00:00,SOLAR-01,1.94,0,0,0
2025-01-13 20:00:00,SOLAR-01,1.343,0,0,0
2025-01-13 21:00:00,SOLAR-01,0.0,0,0,0
2025-01-13 22:00:00,SOLAR-01,1.497,0,0,0
2025-01-13 23:00:00,SOLAR-01,0.0,0,0,0
2025-01-14 00:00:00,SOLAR-01,0.0,0,0,0
2025-01-14 01:00:00,SOLAR-01,0.597,0,0,0
2025-01-14 02:00:00,SOLAR-01,0.0,0,0,0
2025-01-14 03:00:00,SOLAR-01,,0,0,1
2025-01-14 04:00:00,SOLAR-01,,0,0,1
2025-01-14 05:00:00,SOLAR-01,0.0,0,0,0
2025-01-14 06:00:00,SOLAR-01,0.875,0,0,0
2025-01-14 07:00:00,SOLAR-01,3.827,0,0,0
2025-01-14 08:00:00,SOLAR-01,16.585,0,0,0
2025-01-14 09:00:00,SOLAR-01,18.671,0,0,0
2025-01-14 10:00:00,SOLAR-01,20.414,0,0,0
2025-01-14 11:00:00,SOLAR-01,27.622,0,0,0
2025-01-14 12:00:00,SOLAR-01,33.953,0,0,0
2025-01-14 13:00:00,SOLAR-01,27.083,0,0,0
2025-01-14 14:00:00,SOLAR-01,25.585,0,0,0
2025-01-14 15:00:00,SOLAR-01,23.484,0,0,0
2025-01-14 16:00:00,SOLAR-01,15.462,0,0,0
2025-01-14 17:00:00,SOLAR-01,4.137,0,0,0
2025-01-14 18:00:00,SOLAR-01,0.363,0,0,0
2025-01-14 19:00:00,SOLAR-01,0.0,0,0,0
2025-01-14 20:00:00,SOLAR-01,0.563,0,0,0
2025-01-14 21:00:00,SOLAR-01,0.913,0,0,0
2025-01-14 22:00:00,SOLAR-01,4.047,0,0,0
2025-01-14 23:00:00,SOLAR-01,1.352,0,0,0
2025-01-15 00:00:00,SOLAR-01,0.579,0,0,0
2025-01-15 01:00:00,SOLAR-01,2.343,0,0,0
2025-01-15 02:00:00,SOLAR-01,0.0,0,0,0
2025-01-15 03:00:00,SOLAR-01,1.54,0,0,0
2025-01-15 04:00:00,SOLAR-01,0.0,0,0,0
2025-01-15 05:00:00,SOLAR-01,0.0,0,0,0
2025-01-15 06:00:00,SOLAR-01,1.653,0,0,0
2025-01-15 07:00:00,SOLAR-01,8.562,0,0,0
2025-01-15 08:00:00,SOLAR-01,19.206,0,0,0
2025-01-15 09:00:00,SOLAR-01,22.721,0,0,0
2025-01-15 10:00:00,SOLAR-01,28.777,0,0,0
2025-01-15 11:00:00,SOLAR-01,24.827,0,0,0
2025-01-15 12:00:00,SOLAR-01,29.854,0,0,0
2025-01-15 13:00:00,SOLAR-01,32.568,0,0,0
2025-01-15 14:00:00,SOLAR-01,36.734,0,0,0
2025-01-15 15:00:00,SOLAR-01,18.951,1,0,0
2025-01-15 16:00:00,SOLAR-01,13.274,0,0,0
2025-01-15 17:00:00,SOLAR-01,5.517,0,0,0
2025-01-15 18:00:00,SOLAR-01,0.0,0,0,0
2025-01-15 19:00:00,SOLAR-01,2.217,0,0,0
2025-01-15 20:00:00,SOLAR-01,0.0,0,0,0
2025-01-15 21:00:00,SOLAR-01,0.0,0,0,0
2025-01-15 22:00:00,SOLAR-01,0.757,0,0,0
2025-01-15 23:00:00,SOLAR-01,0.0,0,0,0
2025-01-16 00:00:00,SOLAR-01,0.324,0,0,0
2025-01-16 01:00:00,SOLAR-01,1.016,0,0,0
2025-01-16 02:00:00,SOLAR-01,0.473,0,0,0
2025-01-16 03:00:00,SOLAR-01,1.412,0,0,0
2025-01-16 04:00:00,SOLAR-01,0.0,0,0,0
2025-01-16 05:00:00,SOLAR-01,0.076,0,0,0
2025-01-16 06:00:00,SOLAR-01,0.0,0,0,0
2025-01-16 07:00:00,SOLAR-01,10.964,0,0,0
2025-01-16 08:00:00,SOLAR-01,14.704,0,0,0
2025-01-16 09:00:00,SOLAR-01,21.105,0,0,0
2025-01-16 10:00:00,SOLAR-01,31.698,0,0,0
2025-01-16 11:00:00,SOLAR-01,44.811,0,0,0
2025-01-16 12:00:00,SOLAR-01,36.679,0,0,0
2025-01-16 13:00:00,SOLAR-01,36.905,0,0,0
2025-01-16 14:00:00,SOLAR-01,28.211,0,0,0
2025-01-16 15:00:00,SOLAR-01,19.545,0,0,0
2025-01-16 16:00:00,SOLAR-01,16.319,0,0,0
2025-01-16 17:00:00,SOLAR-01,,0,0,1
2025-01-16 18:00:00,SOLAR-01,0.0,0,0,0
2025-01-16 19:00:00,SOLAR-01,0.0,0,0,0
2025-01-16 20:00:00,SOLAR-01,1.829,0,0,0
2025-01-16 21:00:00,SOLAR-01,1.397,0,0,0
2025-01-16 22:00:00,SOLAR-01,0.226,0,0,0
2025-01-16 23:00:00,SOLAR-01,0.0,0,0,0
2025-01-17 00:00:00,SOLAR-01,0.0,0,0,0
2025-01-17 01:00:00,SOLAR-01,0.473,0,0,0
2025-01-17 02:00:00,SOLAR-01,0.66,0,0,0
2025-01-17 03:00:00,SOLAR-01,1.802,0,0,0
2025-01-17 04:00:00,SOLAR-01,3.401,0,0,0
2025-01-17 05:00:00,SOLAR-01,0.632,0,0,0
2025-01-17 06:00:00,SOLAR-01,1.311,1,0,0
2025-01-17 07:00:00,SOLAR-01,7.783,0,0,0
2025-01-17 08:00:00,SOLAR-01,24.359,0,0,0
2025-01-17 09:00:00,SOLAR-01,34.077,0,0,0
2025-01-17 10:00:00,SOLAR-01,32.712,0,0,0
2025-01-17 11:00:00,SOLAR-01,40.163,0,0,0
2025-01-17 12:00:00,SOLAR-01,39.475,0,0,0
2025-01-17 13:00:00,SOLAR-01,37.48,0,0,0
2025-01-17 14:00:00,SOLAR-01,37.223,0,0,0
2025-01-17 15:00:00,SOLAR-01,31.882,0,0,0
2025-01-17 16:00:00,SOLAR-01,18.904,0,0,0
2025-01-17 17:00:00,SOLAR-01,7.277,0,0,0
2025-01-17 18:00:00,SOLAR-01,0.0,0,0,0
2025-01-17 19:00:00,SOLAR-01,0.688,0,0,0
2025-01-17 20:00:00,SOLAR-01,0.223,0,0,0
2025-01-17 21:00:00,SOLAR-01,1.1,0,0,0
2025-01-17 22:00:00,SOLAR-01,1.148,0,0,0
2025-01-17 23:00:00,SOLAR-01,0.0,0,0,0
2025-01-18 00:00:00,SOLAR-01,0.604,0,0,0
2025-01-18 01:00:00,SOLAR-01,2.254,0,0,0
2025-01-18 02:00:00,SOLAR-01,0.0,0,0,0
2025-01-18 03:00:00,SOLAR-01,0.0,0,0,0
2025-01-18 04:00:00,SOLAR-01,0.0,0,0,0
2025-01-18 05:00:00,SOLAR-01,1.503,0,0,0
2025-01-18 06:00:00,SOLAR-01,3.805,0,0,0
2025-01-18 07:00:00,SOLAR-01,8.899,0,0,0
2025-01-18 08:00:00,SOLAR-01,14.809,0,0,0
2025-01-18 09:00:00,SOLAR-01,31.071,0,0,0
2025-01-18 10:00:00,SOLAR-01,30.741,0,0,0
2025-01-18 11:00:00,SOLAR-01,42.27,0,0,0
2025-01-18 12:00:00,SOLAR-01,38.992,0,0,0
2025-01-18 13:00:00,SOLAR-01,39.549,0,0,0
2025-01-18 14:00:00,SOLAR-01,39.363,0,0,0
2025-01-18 15:00:00,SOLAR-01,26.384,0,0,0
2025-01-18 16:00:00,SOLAR-01,22.038,0,0,0
2025-01-18 17:00:00,SOLAR-01,10.296,0,0,0
2025-01-18 18:00:00,SOLAR-01,,0,0,1
2025-01-18 19:00:00,SOLAR-01,0.0,1,0,0
2025-01-18 20:00:00,SOLAR-01,2.699,0,0,0
2025-01-18 21:00:00,SOLAR-01,2.178,0,0,0
2025-01-18 22:00:00,SOLAR-01,0.0,0,0,0
2025-01-18 23:00:00,SOLAR-01,3.216,0,0,0
2025-01-19 00:00:00,SOLAR-01,0.921,0,0,0
2025-01-19 01:00:00,SOLAR-01,0.256,0,0,0
2025-01-19 02:00:00,SOLAR-01,3.873,0,0,0
2025-01-19 03:00:00,SOLAR-01,0.0,0,0,0
2025-01-19 04:00:00,SOLAR-01,0.0,0,0,0
2025-01-19 05:00:00,SOLAR-01,1.257,0,0,0
2025-01-19 06:00:00,SOLAR-01,0.0,0,0,0
2025-01-19 07:00:00,SOLAR-01,9.189,0,0,0
2025-01-19 08:00:00,SOLAR-01,24.037,0,0,0
2025-01-19 09:00:00,SOLAR-01,31.403,0,0,0
2025-01-19 10:00:00,SOLAR-01,33.88,0,0,0
2025-01-19 11:00:00,SOLAR-01,40.792,0,0,0
2025-01-19 12:00:00,SOLAR-01,38.684,0,0,0
2025-01-19 13:00:00,SOLAR-01,45.213,0,0,0
2025-01-19 14:00:00,SOLAR-01,32.833,0,0,0
2025-01-19 15:00:00,SOLAR-01,30.994,0,0,0
2025-01-19 16:00:00,SOLAR-01,20.625,0,0,0
